Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10597284,1,"Monday, November 12, 2012 00:21:24 UTC",60.9886,-146.6082,3.0,19.90,54,"Southern Alaska"
us,c000dr18,8,"Monday, November 12, 2012 00:00:16 UTC",14.3127,-92.2823,4.6,20.10,95,"offshore Guatemala"
ak,10597274,2,"Sunday, November 11, 2012 23:52:19 UTC",59.0365,-151.7262,3.1,51.80,78,"Kenai Peninsula, Alaska"
us,c000dr15,7,"Sunday, November 11, 2012 23:49:27 UTC",13.9784,-92.3354,4.5,38.10,78,"offshore Guatemala"
us,c000dr11,5,"Sunday, November 11, 2012 23:21:15 UTC",13.9698,-92.2591,5.0,53.20,298,"offshore Guatemala"
us,c000dr0z,6,"Sunday, November 11, 2012 23:16:44 UTC",49.4377,155.2323,5.1,63.40,170,"Kuril Islands"
us,c000dr0j,7,"Sunday, November 11, 2012 22:44:33 UTC",13.8987,-92.1205,4.9,52.20,264,"offshore Guatemala"
us,c000dr0e,4,"Sunday, November 11, 2012 22:31:32 UTC",13.9350,-92.4519,4.5,37.60,32,"offshore Guatemala"
us,c000dr0c,7,"Sunday, November 11, 2012 22:25:46 UTC",14.3733,-92.6872,4.8,51.90,44,"offshore Chiapas, Mexico"
us,c000dr09,C,"Sunday, November 11, 2012 22:15:00 UTC",14.1637,-92.1667,6.5,27.00,619,"offshore Guatemala"
us,c000dqzz,7,"Sunday, November 11, 2012 21:33:10 UTC",-5.5182,151.7100,5.3,73.40,109,"New Britain region, Papua New Guinea"
ak,10597215,2,"Sunday, November 11, 2012 21:14:08 UTC",51.8940,-169.5389,3.4,33.20,19,"Fox Islands, Aleutian Islands, Alaska"
ci,15243865,3,"Sunday, November 11, 2012 19:41:59 UTC",33.0642,-116.4575,2.6,7.00,113,"Southern California"
us,c000dqye,6,"Sunday, November 11, 2012 18:39:22 UTC",29.3621,81.4988,4.8,36.80,33,"Nepal"
us,c000dqy4,6,"Sunday, November 11, 2012 18:19:42 UTC",23.2079,95.9820,5.6,10.00,169,"Myanmar"
us,c000dqxn,7,"Sunday, November 11, 2012 17:51:57 UTC",36.0435,70.2892,4.5,91.50,22,"Hindu Kush region, Afghanistan"
us,c000dqwa,8,"Sunday, November 11, 2012 14:56:11 UTC",-10.7498,164.8130,5.1,30.20,36,"Santa Cruz Islands region"
ak,10597136,2,"Sunday, November 11, 2012 13:34:00 UTC",51.7009,-176.1889,2.7,55.30,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10597127,2,"Sunday, November 11, 2012 12:57:32 UTC",62.5471,-151.1898,2.5,93.70,58,"Central Alaska"
ak,10597125,2,"Sunday, November 11, 2012 12:08:57 UTC",56.1643,-157.7807,2.9,50.60,24,"Alaska Peninsula"
us,c000dqvg,6,"Sunday, November 11, 2012 10:54:42 UTC",22.7570,95.9010,5.8,9.80,238,"Myanmar"
us,c000dqvd,7,"Sunday, November 11, 2012 10:32:15 UTC",12.1247,-88.0918,4.3,34.90,75,"near the coast of Nicaragua"
pr,12316002,0,"Sunday, November 11, 2012 08:20:32 UTC",18.7921,-65.0820,2.6,48.00, 5,"Virgin Islands region"
ak,10597085,2,"Sunday, November 11, 2012 08:16:52 UTC",52.4192,-176.2998,3.4,229.70,26,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dquy,6,"Sunday, November 11, 2012 08:02:27 UTC",3.2394,-31.4516,4.7,10.00,54,"central Mid-Atlantic Ridge"
us,c000dquq,6,"Sunday, November 11, 2012 07:52:36 UTC",-5.8351,130.1942,4.8,7.00,54,"Banda Sea"
us,c000dquh,5,"Sunday, November 11, 2012 07:24:19 UTC",-33.9590,-72.4316,4.0,18.00,19,"offshore Libertador O'Higgins, Chile"
ak,10597066,2,"Sunday, November 11, 2012 06:32:58 UTC",66.9162,-140.4905,2.5,12.90,16,"northern Yukon Territory, Canada"
ak,10597062,2,"Sunday, November 11, 2012 06:28:53 UTC",58.3763,-155.8292,2.8,152.00,55,"Alaska Peninsula"
us,c000dqtp,7,"Sunday, November 11, 2012 05:46:48 UTC",-33.9899,-72.1240,4.8,17.70,42,"offshore Libertador O'Higgins, Chile"
us,c000dqtl,6,"Sunday, November 11, 2012 05:40:11 UTC",13.8969,-91.5230,4.4,67.30,131,"offshore Guatemala"
ci,15243649,2,"Sunday, November 11, 2012 05:39:15 UTC",33.9355,-116.0253,2.7,2.50,91,"Southern California"
us,c000dqth,5,"Sunday, November 11, 2012 05:24:45 UTC",-8.6225,118.3661,4.5,116.20,19,"Sumbawa region, Indonesia"
pr,12316000,0,"Sunday, November 11, 2012 05:24:19 UTC",18.1541,-67.0730,2.8,23.00,13,"Puerto Rico"
ak,10597047,2,"Sunday, November 11, 2012 05:21:01 UTC",51.3606,-178.0491,2.6,56.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dqta,8,"Sunday, November 11, 2012 05:15:49 UTC",37.5410,141.6068,4.7,35.50,98,"near the east coast of Honshu, Japan"
us,c000dqtb,6,"Sunday, November 11, 2012 05:10:57 UTC",-33.9451,-72.1528,4.6,19.50,20,"offshore Libertador O'Higgins, Chile"
us,c000dqt3,3,"Sunday, November 11, 2012 05:01:16 UTC",-17.2549,-177.7664,4.8,578.40,46,"Fiji region"
us,c000dqt2,B,"Sunday, November 11, 2012 04:57:45 UTC",13.4334,-91.7433,4.4,43.00,60,"offshore Guatemala"
us,c000dqsw,4,"Sunday, November 11, 2012 04:11:33 UTC",-17.7055,-178.3915,4.5,459.00,46,"Fiji region"
